ID,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds
7235,2,5,12,4,8,7
10548,283,17,372,138,106,44
2281,4,3,7,0,3,11
4073,769,80,252,15,34,65
6974,518,42,742,55,56,84
7938,350,8,66,17,4,4
7094,445,53,213,104,98,151
3667,778,178,689,41,27,44
7723,709,93,374,104,80,80
3870,359,35,314,93,116,89
4012,799,12,375,16,12,12
5909,895,10,101,13,0,152
10470,40,2,23,0,4,23
6488,76,0,7,0,0,16
10270,11,5,22,12,5,11
6887,245,16,223,21,43,16
6406,647,107,391,175,67,40
7573,39,1,9,2,1,34
4508,203,35,305,46,17,227
221,138,3,38,4,0,59
5331,587,51,898,247,0,86
1911,595,97,291,127,133,121
20,43,12,23,29,15,61
8786,301,7,74,10,0,58
10582,180,32,348,76,32,90
1915,794,115,243,150,0,205
8897,392,5,91,28,26,112
2371,39,1,22,3,4,12
4303,107,2,12,2,2,12
6825,13,0,3,0,0,0
1072,70,0,17,0,0,6
4964,680,11,392,75,0,0
2461,26,1,11,0,1,4
10736,522,0,522,227,120,134
3194,412,12,546,78,182,0
10839,6,5,5,8,0,5
49,2,3,6,4,1,9
4290,1,3,8,2,5,5
10219,6,2,15,6,6,3
4211,4,12,5,3,16,17
1135,18,2,19,0,2,6
6299,324,48,186,39,18,198
10846,327,9,125,25,4,139
347,229,27,71,13,3,34
6543,521,168,706,80,76,61
10446,184,23,446,30,23,23
3479,4,8,11,12,2,13
11075,183,2,64,7,2,12
4442,31,19,35,26,14,52
199,219,3,60,12,9,12
6722,479,28,136,75,14,35
796,584,44,212,46,8,177
3749,627,91,597,159,91,15
8523,24,1,16,12,2,5
310,330,5,159,36,27,16
8629,19,1,10,2,1,8
236,28,23,29,29,14,47
9930,606,148,228,15,148,22
3483,1039,43,204,153,58,29
4599,411,0,26,0,0,21
7326,34,1,19,2,7,0
7352,161,28,136,32,3,45
2350,623,53,178,23,17,133
9145,604,26,470,123,161,94
2964,3,10,8,3,16,32
5585,12,2,17,6,1,10
9687,184,174,256,50,30,32
3732,393,0,239,90,69,69
6303,410,73,747,76,161,30
11176,376,9,83,19,4,4
2986,7,2,4,2,1,4
7462,68,0,226,51,157,68
3900,642,14,49,0,7,57
7034,8,7,9,13,6,12
9493,840,53,804,23,71,17
1143,7,10,13,3,11,11
1,464,5,64,7,0,37
3855,30,3,47,19,21,42
5536,1492,38,287,50,57,33
5989,752,122,476,39,153,34
9499,1279,15,287,20,0,15
6768,22,1,8,2,1,2
2150,860,28,409,73,56,56
6646,3,0,5,13,0,1
4887,10,5,28,11,1,8
8560,351,16,156,7,5,145
3321,421,5,90,0,16,10
11003,2,5,7,0,18,18
10402,25,1,9,2,1,1
9904,336,123,274,46,123,141
6141,191,9,97,0,6,82
5687,563,50,774,28,31,187
10856,31,0,6,0,1,8
5121,479,5,82,7,17,171
4186,18,6,15,12,8,17
368,91,65,52,10,44,28
3312,5,7,24,19,14,20
11121,2,14,28,16,3,7
5332,362,50,431,134,35,54
5848,724,74,929,97,55,130
10343,605,91,399,0,45,205
5935,547,7,140,0,7,63
2895,104,1,54,13,9,14
10262,8,2,15,0,10,18
7848,224,2,25,7,0,110
9477,384,0,102,21,32,5
4856,556,54,845,202,133,63
7186,24,0,2,0,0,9
5794,408,0,21,0,0,17
1456,265,199,303,234,9,170
4877,34,0,7,0,0,0
425,374,64,116,84,25,64
3007,27,2,10,0,0,1
1031,600,20,350,29,30,33
4297,13,2,18,6,1,0
807,167,2,89,0,0,34
9553,0,2,3,4,1,5
4271,46,35,69,84,41,66
4120,88,39,78,58,13,93
2036,243,11,119,10,3,15
115,275,11,68,25,7,7
4259,6,0,4,0,0,0
8687,121,62,90,68,20,125
2447,4,12,15,19,7,12
10140,1308,0,396,23,0,0
9353,515,47,267,62,66,38
3623,4,0,16,17,4,4
738,48,13,57,24,15,25
7631,562,58,168,43,16,142
4789,769,22,500,210,143,33
773,379,4,93,12,9,98
10602,29,12,59,19,1,36
1446,387,68,569,89,45,68
3270,12,23,38,30,18,7
8443,6,10,12,3,15,40
9653,27,1,14,4,1,21
8916,9,1,5,0,0,1
8017,22,0,19,6,5,3
5830,899,102,838,133,102,40
4597,889,55,685,168,92,129
7023,189,2,55,0,5,12
8086,48,0,2,0,0,5
8825,230,14,156,82,24,58
2930,852,60,207,78,36,48
1928,35,3,20,4,1,20
7108,205,20,47,23,2,56
10925,255,31,446,40,56,175
9960,0,0,1,8,3,2
8800,437,8,206,160,49,42
9224,825,8,53,11,0,242
5519,316,58,161,76,51,135
5046,756,138,354,160,169,61
7037,194,55,134,15,0,3
905,7,17,18,6,10,26
8624,183,33,493,59,103,57
8945,171,0,11,0,1,20
6445,243,101,405,29,40,40
2727,181,21,69,39,3,96
6404,151,7,89,0,7,28
11074,494,92,391,194,11,241
10150,464,28,873,29,18,37
1968,5,1,5,10,0,7
6534,29,0,29,0,5,4
9485,102,9,49,24,3,12
7053,604,28,674,91,28,28
4654,571,12,523,63,60,24
9760,953,0,71,0,0,174
1048,63,3,67,8,9,28
10619,770,29,890,250,27,24
9308,398,61,265,138,61,53
10505,741,19,154,50,9,28
8362,1478,19,403,0,19,0
2625,156,29,56,30,32,47
4637,960,64,464,146,0,16
9972,38,0,2,0,0,6
4483,315,26,473,220,12,182
4487,15,20,25,2,7,26
4988,19,6,20,0,5,12
8931,812,99,431,237,149,33
5871,73,28,217,10,24,115
2008,372,23,384,250,12,108
3139,871,111,704,145,55,166
10037,375,152,335,93,91,81
10673,760,80,466,17,13,80
5303,471,0,510,99,21,12
538,31,9,27,16,9,33
7922,819,0,72,12,0,63
5692,1,4,3,8,9,7
4843,203,35,305,46,17,227
6383,26,0,15,2,1,2
1628,354,21,311,167,75,32
1204,1253,0,447,23,71,35
3673,371,17,238,23,24,106
760,588,7,76,110,15,15
8957,480,86,249,75,86,144
4128,517,12,54,16,6,120
6810,267,98,606,48,70,98
5386,1111,24,790,160,45,172
8700,7,7,14,7,16,15
3202,1166,0,48,0,0,36
1328,261,42,144,55,48,133
8405,135,25,51,23,25,46
6515,6,2,18,2,8,14
2882,711,28,142,49,18,47
7574,11,0,13,2,4,11
6387,42,0,17,0,0,18
5320,79,7,58,6,3,18
5048,20,6,43,19,5,38
8146,30,0,8,2,0,14
10031,20,2,23,3,1,4
5748,115,27,44,4,146,139
2134,263,5,233,69,41,83
1523,69,2,15,2,2,6
9665,267,3,30,4,0,57
4640,561,85,171,25,123,114
3635,492,0,37,7,0,42
3547,14,7,9,6,16,12
2456,80,4,46,0,17,2
5633,97,12,84,13,10,15
7801,197,107,227,7,59,131
10489,693,21,925,31,24,84
7011,43,2,27,0,9,12
2620,14,0,2,0,0,7
3933,186,36,234,86,72,48
10981,434,137,400,45,137,45
1734,59,0,11,4,2,5
10995,16,5,30,8,7,26
6357,230,35,75,63,57,31
9209,829,138,430,60,92,15
10286,318,8,407,150,35,8
2611,1206,55,445,168,18,18
1600,292,3,77,10,3,26
3308,30,9,12,2,11,30
5407,729,17,133,11,0,195
2166,12,1,3,0,0,7
3955,2,1,1,1,0,1
6634,22,3,18,0,0,11
3056,587,43,337,42,87,54
5718,674,168,108,192,42,231
6872,284,3,84,4,7,23
8164,1023,93,651,49,55,37
4580,1394,22,708,89,91,182
9305,311,26,640,180,37,121
453,27,0,12,0,1,5
8545,1296,17,311,45,69,51
9850,3,6,7,0,0,3
7378,393,5,136,7,5,27
7646,218,63,282,137,35,70
1640,66,0,16,0,6,20
5184,4,2,11,2,0,4
8492,795,0,545,95,58,0
11188,15,10,19,8,17,20
1212,384,25,292,130,41,64
9097,244,8,32,7,2,50
10473,158,19,288,25,0,38
7962,1285,21,449,106,20,20
9984,349,16,144,28,5,182
5527,4,12,11,3,13,15
6374,223,2,31,0,2,39
7453,157,43,127,68,56,37
8952,397,46,288,20,38,70
241,901,31,345,75,31,191
8975,14,3,21,2,1,28
6119,10,0,3,0,0,4
5236,1230,0,396,232,178,158
5723,81,1,31,2,1,0
1710,154,20,66,0,12,27
1970,63,0,21,7,0,12
5313,30,0,11,0,0,3
10634,90,67,165,30,43,11
7010,635,114,254,132,152,76
8562,127,4,73,15,6,11
3158,13,3,6,6,5,6
4436,18,42,24,15,20,18
5287,45,2,26,4,1,1
2445,38,1,24,0,0,0
6059,986,36,168,16,0,108
4550,61,0,3,0,0,7
4240,4,9,16,17,0,12
8911,201,53,172,116,77,83
3706,19,8,29,0,12,26
3628,4,8,11,19,12,26
10175,18,0,2,0,0,2
8985,806,80,161,120,11,33
5204,380,98,733,110,112,28
9220,576,172,961,125,115,19
9888,458,81,356,106,50,40
5263,5,10,13,3,8,16
1020,350,60,568,110,133,145
9503,39,33,130,41,26,44
10613,26,1,16,2,2,15
67,68,0,16,0,0,8
6019,45,3,9,4,4,7
5863,359,0,134,13,26,123
3717,403,24,29,6,24,218
6730,34,1,14,0,0,5
10749,73,18,66,7,12,2
4998,292,30,415,63,33,200
6287,14,0,16,0,0,6
5985,80,1,37,0,1,3
4754,30,11,33,13,6,29
4002,463,96,333,168,53,10
8870,75,12,141,43,39,187
966,538,13,91,17,6,26
4767,635,114,254,132,152,76
9725,8,0,3,0,0,1
4475,1315,22,780,145,0,178
5740,4,2,12,7,5,26
5731,12,0,13,2,0,10
7290,347,44,534,17,0,26
3846,192,5,53,0,5,15
8104,241,0,12,0,0,25
4507,631,28,491,30,14,56
11013,336,28,282,184,54,54
4491,1099,0,45,0,0,34
3759,743,19,181,12,0,200
1162,124,83,267,85,59,35
2055,15,0,8,4,2,20
10766,397,19,69,12,0,9
4415,10,4,4,3,3,14
3005,530,117,678,134,44,147
2223,1215,33,249,64,116,149
4817,3,2,7,0,4,2
2875,444,44,382,11,8,17
10536,26,0,15,2,1,2
11112,736,114,279,82,76,190
3807,473,21,176,19,21,56
9197,32,0,5,2,0,8
10832,288,10,30,4,10,125
6421,1050,178,555,77,138,118
4207,1001,44,107,58,44,44
577,9,1,7,0,3,2
10855,234,14,77,19,10,42
3081,7,2,6,2,0,3
3535,251,108,334,65,92,117
247,172,10,125,21,13,16
8707,565,42,548,64,83,99
9523,5,0,8,2,0,0
6072,918,57,842,99,38,133
6295,652,8,158,21,0,142
10914,4,1,7,2,1,2
1509,152,27,103,106,54,81
5577,8,0,9,2,1,3
7348,336,130,411,240,32,43
1127,938,19,843,25,95,38
1833,68,8,18,19,8,12
4944,227,23,389,42,21,75
9080,38,4,22,3,3,3
6466,105,0,9,2,1,4
9964,162,50,100,55,30,27
4790,574,8,216,21,16,33
10245,160,80,369,67,39,41
1109,6,0,5,0,0,1
6001,614,35,160,58,35,35
5538,897,161,430,186,161,27
10552,70,54,109,80,9,45
1545,120,19,206,25,19,54
7409,211,2,30,7,7,10
4444,11,0,16,7,6,21
146,760,53,400,17,93,0
6271,53,0,8,0,0,2
10065,7,4,13,15,8,17
4741,391,32,70,21,32,16
246,199,9,57,20,21,6
375,516,56,449,86,33,16
1524,709,45,115,30,160,45
10022,12,0,4,0,0,0
7451,1000,19,711,125,115,38
11010,19,3,18,3,1,0
4356,1224,28,140,0,14,168
3885,16,2,18,3,0,24
1175,88,39,54,64,28,153
880,2,23,11,8,6,46
2320,508,11,59,23,5,29
850,381,28,215,84,28,21
4713,74,0,42,2,1,6
675,146,0,93,7,13,73
5025,23,17,23,43,20,9
2308,110,5,137,26,23,29
5995,165,3,147,4,24,41
6749,957,47,494,82,47,95
1010,41,0,17,3,1,16
8977,1,3,4,2,3,11
4756,176,29,818,0,33,112
3412,815,8,53,11,0,70
606,6,1,2,2,0,4
5961,8,4,20,6,3,16
2975,717,42,864,219,30,84
2894,1067,138,750,0,19,39
7613,166,5,107,11,8,29
10542,29,4,34,2,4,4
8015,714,76,395,116,0,12
10617,8,4,10,2,2,4
11166,229,5,56,3,2,20
849,320,48,133,39,72,48
523,23,0,26,7,15,3
4066,1,5,8,4,8,20
8414,56,0,12,0,0,18
819,508,124,249,50,38,134
4961,29,0,25,2,2,3
749,46,7,59,2,4,27
5430,454,0,171,8,19,32
7755,350,3,39,0,0,19
10525,10,0,8,0,0,9
1453,735,40,183,52,20,30
8310,897,126,196,91,112,37
10710,5,2,3,3,0,5
5031,777,35,731,39,137,114
2613,162,6,37,6,13,13
213,35,0,11,0,0,2
967,342,9,112,19,14,19
1077,258,105,239,237,172,9
7959,658,80,483,123,13,13
640,356,80,329,138,17,106
4252,213,5,28,7,7,41
8432,454,0,171,8,19,32
6218,457,4,29,0,0,9
6905,241,45,604,34,26,54
5922,210,0,6,0,0,2
3598,441,35,83,7,29,11
6116,19,13,18,10,7,8
6263,28,9,37,12,7,13
10486,476,75,162,29,151,97
2410,364,40,425,158,60,50
193,0,0,2,3,3,8
3363,0,6,3,7,6,12
8278,863,83,547,86,99,33
10660,349,7,35,0,0,47
8686,5,23,15,0,18,14
1604,184,2,19,8,8,4
5907,8,0,8,0,0,2
10669,277,21,64,62,21,25
2918,44,5,19,0,4,19
5735,1156,120,915,94,144,96
359,373,14,83,6,9,19
8387,134,8,76,6,0,11
1829,1148,0,60,0,0,24
3839,6,12,3,21,6,40
9392,4,1,11,0,0,1
2292,5,4,8,2,0,5
10466,24,2,20,2,2,10
9855,899,0,101,0,0,20
4088,108,1,28,13,1,4
5231,27,2,7,0,2,13
590,816,66,549,216,66,99
8732,1298,0,70,37,14,42
2315,10,0,11,17,29,29
3515,87,13,34,10,6,10
2245,57,2,51,4,2,23
6283,635,15,100,20,7,131
2246,43,12,23,29,15,61
6606,964,34,137,15,0,11
5545,572,8,259,34,35,80
7342,341,142,113,259,151,66
837,63,6,57,13,13,22
9500,221,104,169,102,78,84
3602,140,3,29,4,5,14
234,1,2,8,4,3,13
2995,291,10,689,84,10,0
1118,544,13,85,8,6,29
7789,684,100,801,21,66,0
3068,1,12,9,0,14,7
8955,35,0,4,0,0,10
945,87,3,25,3,2,13
5644,309,3,24,4,3,20
7192,172,73,93,95,78,34
2324,625,38,242,50,34,76
697,972,59,913,25,19,59
3439,157,6,39,6,13,75
1506,48,9,45,3,15,20
232,279,83,88,32,14,34
8876,132,0,16,0,0,4
4500,919,0,505,99,30,45
9739,62,0,22,3,1,26
10395,1,45,3,4,6,42
1176,2,6,4,3,1,9
1627,408,61,109,48,122,41
938,51,1,7,2,1,25
2740,62,1,16,3,2,6
257,952,12,180,47,12,12
4058,618,15,106,20,7,45
7736,11,7,12,2,2,27
8210,318,3,17,4,7,56
833,56,0,14,0,0,2
6230,110,5,59,7,1,7
7325,23,0,11,2,1,3
1307,27,5,8,8,3,12
1502,18,3,19,3,3,6
6211,18,0,9,0,1,11
843,303,0,280,60,147,15
4174,97,1,19,2,0,11
9757,997,15,414,99,30,76
6918,5,4,13,8,0,4
286,95,11,35,0,4,7
11086,1,6,2,3,6,3
1921,46,1,12,3,0,9
4138,411,106,147,54,115,66
7718,244,51,270,101,0,45
1291,152,9,121,12,12,45
6862,1,1,3,1,1,1
4136,10,17,18,8,26,40
803,12,0,5,0,0,4
4298,5,0,4,0,0,1
10833,790,19,133,12,0,19
9606,882,29,514,38,29,44
8534,615,28,259,12,48,30
5153,1004,59,265,115,59,27
961,133,27,421,13,195,71
5011,595,23,123,10,23,154
6653,293,0,87,4,11,23
9094,313,15,47,20,0,192
810,151,81,86,168,91,64
5493,15,0,2,0,0,6
2147,736,63,946,219,189,126
5107,15,0,8,4,2,20
3979,982,17,672,23,34,51
6049,1142,51,415,90,69,37
8147,28,0,11,0,0,9
1857,46,0,12,0,2,23
3910,897,161,430,186,161,27
5207,489,6,152,8,6,132
11114,25,4,9,6,8,32
5429,145,1,33,2,1,1
9400,630,26,611,44,18,54
1740,760,38,104,50,9,38
7488,420,15,186,151,38,15
195,125,17,52,3,19,30
635,464,5,64,7,0,70
7527,6,6,29,12,15,8
10319,1090,12,96,16,12,60
2296,3,2,11,2,2,10
10637,24,0,27,8,30,10
2931,737,21,106,55,63,210
907,254,6,71,4,0,27
3698,817,185,687,145,55,241
9516,620,54,239,99,98,119
679,13,4,20,0,0,1
7384,113,61,204,34,26,47
5043,7,23,78,133,49,144
5267,16,2,18,2,1,5
339,462,0,24,6,0,4
2516,22,2,10,6,4,34
9010,968,147,842,137,42,210
378,283,112,151,51,72,125
4808,1,2,5,6,0,3
5068,14,1,7,2,1,1
7628,30,5,24,6,3,8
7128,4,0,5,0,1,5
2811,52,0,9,0,0,1
3551,62,1,57,19,11,48
1663,20,2,14,3,0,10
5543,545,7,114,37,21,78
1577,558,79,622,207,175,95
10641,6,5,4,13,4,25
5336,39,1,9,2,0,8
6024,1111,24,790,160,45,172
1878,4,6,8,6,3,10
3099,183,5,65,3,5,49
6055,546,72,376,94,145,72
5841,606,7,155,10,0,54
3972,266,6,51,8,6,64
4394,1142,29,249,38,29,14
5758,1074,0,69,0,0,46
6658,771,51,154,54,10,154
4603,371,32,189,0,58,6
8427,556,14,717,210,0,43
10260,202,5,74,11,5,14
7143,209,162,209,41,162,37
8789,35,40,111,36,40,12
6197,37,0,17,0,0,3
4554,171,45,73,59,10,90
4937,12,2,20,3,2,5
1920,44,4,21,6,0,27
8749,20,2,9,4,6,20
1650,779,86,537,34,69,138
10377,170,6,97,24,12,88
9206,491,48,231,112,105,134
10971,173,8,107,7,2,176
6398,7,10,13,16,0,4
9212,1205,0,235,19,14,205
7937,10,7,25,6,3,7
839,97,4,44,6,1,18
4246,67,11,26,4,3,262
158,345,53,528,98,75,97
4832,6,5,17,3,24,46
5621,73,57,100,71,15,0
1945,711,36,217,172,96,168
5147,774,70,118,182,187,93
2535,163,0,480,0,126,75
11039,82,33,54,71,30,41
9495,358,108,413,141,97,32
9635,66,2,40,4,3,14
2173,13,6,7,0,3,3
942,139,13,78,20,13,36
9386,274,0,21,4,6,15
5510,262,6,61,0,10,102
873,1099,0,45,0,0,34
2253,32,0,8,23,4,18
5181,2,4,2,0,11,5
979,6,10,21,19,14,42
10390,6,7,4,3,4,6
4698,135,46,92,65,61,11
7793,641,7,84,0,30,38
1745,714,76,395,116,0,12
10590,794,73,573,0,29,14
5080,420,0,452,182,64,140
8369,1,2,7,4,3,11
5232,86,12,75,33,15,6
2407,823,25,459,124,29,95
3834,231,161,215,171,30,53
7912,8,15,27,0,20,33
7712,182,17,259,77,70,29
1065,557,129,984,193,37,18
7275,79,1,31,4,4,12
1343,368,24,68,38,0,88
1384,6,4,14,8,8,22
9967,160,15,196,15,11,50
6181,488,21,238,56,108,28
10507,691,7,69,0,7,23
2674,543,10,205,160,143,82
2698,254,7,108,20,0,26
3231,5,4,10,2,2,7
4096,112,19,21,16,14,5
10476,134,11,59,15,2,30
5948,143,6,52,11,8,17
9140,51,4,24,4,7,1
10258,27,0,5,0,0,3
5675,459,0,24,6,0,4
4743,689,8,167,11,8,88
8805,283,10,38,0,13,27
1542,347,0,35,4,3,7
6770,5,13,14,0,5,31
8773,280,0,18,0,0,24
10475,187,5,65,26,20,14
10420,95,14,64,2,9,38
7514,84,10,34,11,10,28
2902,19,4,12,2,2,6
4345,5,1,9,2,0,4
793,18,3,17,3,0,4
10909,992,24,694,51,19,119
3769,25,1,13,0,0,3
8702,9,1,7,0,3,2
4791,19,1,17,2,0,2
2963,709,93,374,104,80,80
8216,158,0,76,13,7,71
8140,10,14,29,4,2,36
10146,25,1,13,0,0,3
5289,8,4,12,15,4,29
2587,14,0,6,0,0,0
4405,622,7,115,30,0,15
8663,11,0,3,0,0,1
2589,25,3,16,8,5,2
3421,635,15,100,20,7,131
10490,100,64,79,65,0,109
4094,201,2,43,3,5,35
9958,642,14,49,0,7,57
2534,97,1,41,6,2,41
4188,204,5,39,17,0,89
6613,513,7,133,46,14,14
10827,88,3,21,4,1,29
5491,172,12,112,8,0,15
8402,329,35,222,130,35,43
8783,296,13,104,11,13,17
10010,100,2,16,2,1,31
618,422,7,238,69,46,15
9121,1218,16,272,104,0,80
361,5,1,7,2,1,4
4310,507,93,520,242,40,26
2678,52,12,50,4,36,55
6376,191,56,139,51,8,100
524,2,23,11,8,6,46
10341,68,28,39,16,30,41
5654,20,4,10,6,4,17
4098,20,3,16,0,4,1
5824,7,0,1,0,0,0
7000,279,172,74,38,8,246
2561,977,12,253,16,12,101
5229,30,1,8,0,0,3
4086,6,1,7,23,4,19
2428,3,18,26,11,8,12
8254,14,0,2,0,0,7
2836,10,1,7,0,0,1
8418,7,10,17,8,6,13
1362,33,87,64,175,16,74
7152,12,0,13,2,0,10
10033,2,3,10,11,2,10
9349,693,21,118,110,147,42
274,9,3,15,2,3,2
3388,129,26,67,3,67,2
922,16,2,11,3,0,16
8588,201,2,43,3,5,35
2518,5,4,5,4,2,10
574,14,36,11,3,26,35
3220,29,12,59,19,1,36
5967,26,2,19,10,5,8
1183,9,1,4,3,2,3
6856,14,0,23,4,5,19
4530,972,19,595,180,26,138
1553,966,168,672,246,105,126
4682,99,27,102,28,48,6
8204,482,35,553,72,160,17
5221,714,8,99,11,0,47
1232,587,54,348,71,54,130
1927,399,27,159,58,8,39
5788,56,10,92,19,7,25
6652,227,151,573,98,54,31
6246,703,102,601,0,58,43
5975,37,0,17,0,0,3
6875,167,13,180,86,13,70
4399,458,81,356,106,50,40
4042,91,3,52,2,1,31
2157,15,8,16,11,5,22
10133,1302,68,731,89,114,45
2525,153,64,123,116,64,14
8233,508,5,21,7,5,10
9483,290,59,177,77,5,29
2945,38,0,2,0,0,6
10403,2,13,6,7,5,11
5074,30,0,10,2,0,5
10524,386,23,95,54,41,196
4690,443,10,75,0,10,48
7521,901,31,345,75,31,191
7196,9,0,3,0,0,1
4406,846,84,352,91,56,42
9672,8,3,9,19,4,22
4864,72,7,58,13,1,24
4706,29,0,5,0,1,5
4070,169,24,553,188,0,144
25,460,35,422,33,12,153
3697,69,8,26,12,7,12
217,556,14,717,210,0,43
4220,73,0,13,0,1,0
5286,112,1,54,7,7,36
9559,944,0,60,0,0,30
2849,265,199,303,234,9,170
7787,526,28,135,10,21,99
3102,2,3,12,3,5,7
5868,2,4,9,10,5,16
8370,378,97,259,197,194,34
9988,553,25,142,65,67,8
2939,751,127,687,20,15,31
5529,406,0,30,0,0,8
9743,1449,89,161,69,35,107
5763,123,17,171,39,0,30
3478,267,42,309,55,42,21
7494,209,0,40,3,2,15
1763,1259,172,815,97,148,33
7250,344,35,178,15,23,17
