ID,NumDealsPurchases,AcceptedCmp1,AcceptedCmp2,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,Response
5524,3,0,0,0,0,0,1
2174,2,0,0,0,0,0,0
4141,1,0,0,0,0,0,0
6182,2,0,0,0,0,0,0
5324,5,0,0,0,0,0,0
7446,2,0,0,0,0,0,0
965,4,0,0,0,0,0,0
6177,2,0,0,0,0,0,0
4855,1,0,0,0,0,0,1
5899,1,0,0,1,0,0,0
1994,1,0,0,0,0,0,0
387,1,0,0,0,0,0,0
2125,1,0,0,0,0,0,0
8180,3,0,0,0,0,0,0
2569,1,0,0,0,0,0,0
2114,1,1,0,0,0,1,1
9736,3,0,0,0,0,0,0
4939,2,0,0,0,0,0,0
6565,2,1,0,0,0,0,0
2278,2,0,0,0,0,0,0
9360,1,0,0,0,0,0,0
5376,15,0,0,0,0,0,0
1993,3,0,0,0,1,0,0
4047,3,0,0,0,0,0,0
1409,7,0,0,0,0,0,0
7892,2,0,0,0,0,0,0
2404,4,0,0,0,0,0,0
5255,0,0,0,0,0,0,0
9422,2,0,0,0,0,0,0
1966,1,0,0,0,0,1,0
6864,2,0,0,0,0,0,0
3033,1,0,0,0,0,0,0
5710,2,0,0,0,1,0,0
7373,6,0,0,0,0,0,1
8755,1,0,0,0,0,0,0
10738,1,0,0,0,0,0,0
4339,5,0,0,0,0,0,0
10755,3,0,0,0,0,0,0
8595,2,0,0,0,0,0,0
2968,2,0,0,1,0,0,1
8601,2,0,0,0,0,0,0
503,2,0,0,0,0,0,0
8430,1,0,0,0,0,0,0
7281,1,0,0,0,0,0,0
2139,3,0,0,0,0,0,0
1371,1,0,0,0,0,0,0
9909,3,0,0,0,0,0,1
7286,1,0,0,0,0,0,0
7244,3,0,0,0,0,0,0
6566,9,0,0,0,0,0,0
8614,1,0,0,0,0,0,0
4114,1,0,0,0,0,0,0
1331,2,0,0,0,0,0,0
2225,1,1,0,1,0,0,1
9381,7,0,0,0,0,0,0
6260,1,0,0,0,0,1,1
10383,1,0,0,0,0,0,1
7437,1,0,0,0,0,0,0
8557,2,0,0,0,0,0,0
8375,3,0,0,0,0,0,0
6853,1,0,0,0,1,1,1
3076,4,0,0,0,0,0,0
1012,4,0,0,0,0,0,0
6518,1,0,0,0,0,0,0
4137,1,0,0,0,0,0,0
8082,1,0,0,0,0,0,1
1386,1,0,0,0,0,0,0
9369,1,1,0,1,0,0,1
4477,1,0,0,0,0,0,0
1357,7,0,0,0,0,0,0
1402,3,0,0,0,0,0,0
10629,3,0,0,0,0,0,0
6312,4,0,0,0,0,0,0
8132,5,0,0,0,1,0,0
1050,1,0,0,0,0,0,0
5846,1,0,0,0,0,0,0
1859,1,0,0,0,0,0,1
7503,0,0,0,1,0,0,1
10401,1,0,0,0,0,0,0
1618,2,0,0,1,0,0,1
3332,4,0,0,0,0,0,0
2261,1,0,0,0,0,0,0
5346,3,0,0,0,0,0,0
4119,1,0,0,0,0,0,0
535,1,0,0,0,0,0,0
5268,2,0,0,0,0,0,0
273,5,0,0,0,1,0,0
4452,4,1,0,0,1,0,1
8504,1,0,0,0,0,1,0
771,1,0,0,0,0,0,0
8996,12,0,0,0,0,0,0
9235,1,0,0,0,0,0,0
5798,1,0,0,0,0,0,0
11178,1,0,0,0,0,0,0
2230,3,0,0,0,0,0,0
7516,1,0,0,0,0,0,0
7247,5,0,0,0,1,0,0
11100,2,0,0,0,0,0,0
4646,1,1,0,0,0,0,0
3037,2,0,0,0,0,0,0
1473,2,0,0,0,0,0,0
1016,2,0,0,0,0,0,0
4518,2,0,0,0,0,0,0
9370,1,0,0,0,0,0,0
8908,1,0,0,0,0,0,1
8373,1,0,0,0,0,0,0
7533,4,0,0,0,0,0,0
2683,4,0,0,0,0,0,0
3629,2,0,0,0,0,0,0
10991,1,0,0,0,0,0,0
5077,1,0,0,0,0,0,0
7431,1,0,0,0,1,0,1
3267,3,0,0,0,1,0,0
999,1,0,0,0,1,1,1
9215,5,0,0,0,0,0,0
2286,2,0,0,0,0,0,0
1592,0,1,0,0,0,1,0
367,5,0,0,0,0,0,0
5234,2,0,0,0,0,0,0
9862,2,0,0,0,0,0,0
9805,4,0,0,0,0,0,0
6205,3,0,0,0,0,0,1
8442,2,0,0,0,0,0,0
7386,1,0,0,0,0,0,0
7215,0,1,0,0,1,1,1
1491,2,0,0,0,0,0,0
11071,1,0,0,0,0,0,1
3381,2,0,0,0,0,0,0
8268,3,0,0,0,0,0,0
11051,4,0,0,0,0,0,0
8026,5,0,0,0,0,0,0
433,5,0,0,0,0,0,0
9597,1,0,0,0,0,0,0
1295,1,0,0,0,0,0,0
5290,5,0,0,0,0,0,0
1685,1,0,0,0,1,0,0
5342,2,0,0,0,0,0,0
9579,3,0,0,0,0,0,0
7660,2,0,0,1,0,0,1
1461,2,0,0,0,0,0,0
821,1,0,0,0,0,0,0
11084,2,0,0,0,0,0,1
8690,1,0,0,0,0,0,0
2937,3,0,0,0,0,0,0
9701,3,0,0,0,0,0,0
9949,3,0,0,0,0,0,0
10837,1,0,0,0,0,0,1
3120,1,0,0,0,0,0,0
5885,7,0,0,0,0,0,0
4050,1,0,0,0,0,0,0
3830,1,0,0,0,0,0,0
7987,4,0,0,0,1,0,0
7798,4,0,0,0,0,0,0
92,4,0,0,0,0,0,0
7055,2,0,0,0,0,0,0
10240,1,0,0,0,1,1,1
3025,3,0,0,0,0,0,0
9283,1,0,0,0,0,0,0
9970,1,0,0,0,0,0,0
2730,1,0,0,0,0,0,0
2795,1,0,0,0,0,0,0
9260,2,0,0,0,0,0,0
8182,4,0,0,0,0,0,0
10095,1,0,0,0,0,0,0
8475,15,0,0,0,0,0,0
4370,3,0,0,0,0,0,0
10573,1,0,0,1,0,0,0
3712,1,0,0,0,1,0,0
6637,1,0,0,0,0,0,0
3152,3,0,0,0,0,0,0
5610,2,0,0,0,0,0,0
6460,2,0,0,0,0,0,0
1349,1,0,0,0,0,0,0
1880,2,0,0,0,0,0,0
641,1,0,0,1,0,0,0
8717,1,0,0,0,0,0,0
10314,1,1,0,0,1,0,1
10854,2,0,0,0,0,0,0
10492,1,0,0,0,0,0,0
6935,1,1,0,0,0,0,0
7698,1,0,0,0,0,0,0
3559,3,0,0,0,0,0,0
10562,1,0,0,0,0,0,0
10796,1,0,0,0,0,0,0
2563,1,0,0,0,0,0,0
3518,1,0,0,0,0,0,0
5823,2,0,0,0,0,0,0
3934,2,0,0,0,0,0,0
6982,1,0,0,0,0,0,0
6431,2,0,0,0,0,0,0
9733,1,0,0,1,0,0,0
5602,1,0,0,0,0,0,0
7829,1,0,0,0,0,0,0
1324,2,0,0,0,0,0,0
326,4,0,0,0,0,0,0
7224,2,0,0,0,0,0,0
6999,1,0,0,0,0,0,0
9938,1,0,0,0,0,1,0
6422,1,0,0,0,0,0,0
3182,6,0,0,1,0,0,1
7300,3,0,0,0,1,0,0
10424,1,0,0,0,0,0,0
8727,3,0,0,0,0,0,0
2798,0,1,0,0,1,1,1
1030,2,0,0,0,0,0,0
624,1,0,0,1,0,0,1
5176,1,0,0,1,0,0,0
5552,6,0,0,0,0,0,0
868,1,0,0,0,0,0,0
380,5,0,0,1,0,0,1
2677,5,0,0,0,0,0,0
6521,1,0,0,0,0,0,0
6927,8,0,0,0,0,0,0
2877,10,0,0,0,0,0,0
0,1,0,0,0,0,0,0
1584,6,0,0,0,0,0,0
7264,1,0,0,0,0,0,0
6274,1,0,0,0,1,1,0
1377,2,0,0,0,0,0,0
454,2,0,0,0,0,0,0
1755,1,0,0,0,0,0,0
2075,1,0,0,0,0,0,0
4785,2,0,0,0,0,0,0
9076,4,0,0,0,0,0,0
7079,5,0,0,0,0,0,0
4653,4,0,0,0,0,0,0
7375,2,0,0,0,0,0,0
709,3,0,0,0,0,0,0
460,1,0,0,0,0,0,0
3726,1,0,0,0,0,0,0
6798,9,0,0,0,0,0,1
5341,1,0,0,0,0,1,0
1606,1,0,0,0,0,0,0
9617,1,0,0,0,0,0,0
3233,3,0,0,0,0,0,0
89,2,0,0,0,0,0,0
2936,1,0,0,0,0,0,0
9449,1,0,0,0,0,0,0
7297,4,0,0,0,0,0,0
11004,1,0,0,0,0,0,0
313,1,0,0,0,1,0,0
9940,2,0,0,0,0,0,0
10735,1,0,0,0,0,0,0
9529,1,1,0,0,0,0,1
6439,7,0,0,0,0,0,0
7411,2,0,0,0,0,0,0
2176,2,1,0,0,1,1,1
9265,2,0,0,0,0,0,0
8867,1,0,0,0,0,0,0
8932,4,0,0,0,0,0,0
10236,2,0,0,0,0,0,0
6340,2,0,0,0,0,0,0
10089,1,1,1,0,1,1,1
2227,2,0,0,0,0,0,0
10992,5,0,0,0,0,0,0
5304,2,0,0,0,0,0,0
309,3,0,0,0,1,0,0
3406,4,0,0,0,0,0,0
2661,4,0,0,0,0,0,0
3153,1,0,0,0,0,0,0
10264,2,0,0,1,0,0,1
1184,3,0,0,0,0,0,0
4200,4,0,0,0,0,0,0
9396,1,0,0,0,0,0,0
2387,6,0,0,0,0,0,1
6690,4,0,0,0,0,0,0
1225,1,0,0,1,0,0,0
9703,4,0,0,1,0,0,1
291,1,0,0,0,0,0,0
4557,2,0,0,0,0,0,0
2379,2,0,0,0,0,0,1
5726,3,0,0,0,0,0,0
3066,2,0,0,0,0,0,0
6336,4,0,0,0,0,0,0
10967,3,0,0,0,0,0,0
2304,2,0,0,0,0,0,0
3445,2,0,0,0,0,0,1
7828,1,0,0,0,0,0,0
3762,1,1,0,0,0,0,1
4391,1,0,0,0,0,0,0
4669,3,0,0,0,0,0,0
10144,2,0,0,0,0,0,0
8652,2,0,0,0,0,0,0
1672,1,0,0,0,0,0,0
8962,2,0,0,0,0,0,0
9974,1,0,0,0,0,0,0
10983,1,0,0,0,0,0,0
8148,13,0,0,0,0,0,0
10102,1,0,0,0,0,0,0
4697,3,0,0,0,0,0,0
9262,1,0,0,1,0,0,0
7254,3,0,0,0,0,0,0
4543,1,0,0,0,0,1,0
4927,3,0,0,0,0,0,0
10451,1,0,0,0,0,0,0
2926,3,0,1,0,1,0,0
2874,1,0,0,0,0,0,0
9738,1,0,0,0,0,0,0
7119,1,0,0,0,0,0,0
3924,5,0,0,0,1,0,0
5827,4,0,0,0,0,0,0
5596,1,0,0,0,0,0,0
10812,1,0,0,0,0,0,0
1717,3,0,0,0,0,0,0
9491,3,0,0,0,0,0,0
9274,1,1,0,0,0,0,0
6609,1,0,0,0,0,0,1
6963,1,0,0,0,0,1,0
4440,1,0,0,0,1,0,0
1379,1,0,0,0,0,0,0
10032,4,0,0,0,0,0,0
2826,2,0,0,0,0,0,0
2437,1,1,0,0,1,0,0
6320,1,0,0,0,0,0,0
3050,6,0,0,0,0,0,0
231,2,0,0,0,0,0,0
2392,2,0,0,0,0,0,0
9478,2,0,0,0,0,0,0
113,2,0,0,0,0,0,0
2863,6,1,0,0,1,0,0
1802,3,0,0,0,0,0,0
520,1,0,0,0,0,0,0
8275,1,0,0,0,0,0,0
9750,5,0,0,0,0,0,0
2607,6,0,0,0,0,0,0
7214,1,0,0,0,0,0,0
5835,3,0,0,0,0,0,0
3896,1,0,0,0,0,0,0
10350,1,0,0,0,0,0,0
7786,4,0,0,0,0,0,0
2861,1,0,0,0,0,0,0
663,1,0,0,0,0,0,0
10675,2,0,0,0,0,0,1
2521,1,0,0,1,0,0,1
9592,2,0,0,0,0,0,0
10151,1,0,0,0,0,0,0
7381,1,1,0,0,1,1,1
4099,1,0,0,0,0,0,0
9560,1,0,0,0,0,1,1
1150,1,0,0,0,0,1,0
10172,1,0,0,0,0,0,0
11191,1,0,0,0,0,0,0
9707,3,0,1,0,1,0,0
6245,2,0,0,0,0,0,0
8234,1,0,0,1,0,0,1
1411,1,0,0,0,0,0,0
8553,2,0,0,0,0,0,0
1826,1,0,0,0,0,0,1
8842,3,0,0,0,0,0,0
11030,1,0,0,1,0,0,0
2579,4,0,0,0,0,0,0
175,2,0,0,1,0,1,0
9185,3,0,0,0,0,0,1
11056,1,0,0,0,0,0,0
9365,5,0,0,0,0,0,0
6201,2,0,0,0,0,0,0
2061,1,0,0,0,1,0,0
6184,1,0,0,0,0,0,0
6142,1,0,0,0,0,0,0
4107,2,0,0,0,0,0,0
7274,1,0,0,0,1,0,0
9336,3,0,0,0,0,0,0
2958,3,0,0,0,0,0,0
933,1,0,0,0,0,0,0
5837,7,0,0,0,0,0,0
10704,2,0,0,0,0,0,0
5125,1,0,0,0,0,0,0
4432,2,0,0,0,0,0,0
5955,1,0,0,0,0,0,0
2928,2,0,0,0,0,0,0
5680,1,0,0,0,0,0,0
10313,6,0,0,0,0,0,0
2557,1,0,0,1,0,0,0
1245,4,0,0,0,1,0,0
1519,3,0,0,0,0,0,1
10703,4,0,0,0,0,0,0
1726,1,0,0,1,0,0,1
4459,1,0,0,0,0,0,0
1729,2,0,0,0,0,0,0
1517,1,0,0,0,0,0,0
2098,1,0,0,0,0,0,0
9543,1,0,0,0,0,0,0
6878,3,0,0,0,0,0,0
3310,7,0,0,0,0,0,0
2724,1,0,0,0,0,0,0
948,3,0,0,0,0,0,0
6720,3,0,0,0,1,0,1
6202,4,0,0,0,0,0,0
2066,1,0,0,0,0,0,0
9799,3,0,0,0,0,0,0
8318,0,0,0,0,0,1,0
5642,2,0,0,0,0,0,0
2669,1,0,0,0,0,0,0
455,1,0,0,0,0,0,0
7683,3,0,0,0,0,0,0
3428,1,0,0,0,0,0,0
7414,4,0,0,0,0,0,0
6354,2,0,0,0,0,0,1
798,1,0,0,0,0,0,0
8213,4,0,0,0,0,0,1
2488,4,0,0,0,0,0,0
9999,1,0,0,0,0,0,0
7617,5,0,0,0,0,0,0
615,1,0,0,0,0,0,0
2552,9,0,0,0,1,0,1
194,1,0,0,0,0,0,0
3645,3,0,0,0,0,0,1
8890,3,0,0,0,0,0,0
5049,1,0,0,0,0,0,0
9973,3,0,0,0,0,0,0
7301,2,0,0,0,0,0,1
10882,4,0,0,0,0,0,0
7030,3,1,0,0,0,0,0
7422,3,0,0,0,0,0,0
3523,2,0,0,0,0,0,0
7106,1,0,0,0,0,0,0
6504,3,0,0,1,0,0,0
5067,1,1,1,0,1,1,0
4216,1,1,0,0,0,1,1
8581,9,0,0,0,0,0,0
5929,2,0,0,0,0,0,0
3129,1,0,0,0,0,0,0
6528,1,0,0,0,0,0,0
1361,1,0,0,0,1,1,1
6932,0,0,0,0,0,1,0
7284,1,0,0,0,0,0,0
1340,1,1,0,0,1,1,0
8746,2,1,0,0,1,0,0
5987,2,0,0,0,0,0,0
3767,2,0,0,0,0,0,0
3725,1,1,1,0,1,1,1
4324,5,0,0,0,0,0,0
238,15,0,0,0,0,0,0
6694,1,0,0,0,0,0,0
498,2,0,0,0,0,0,0
9347,1,0,0,0,0,0,0
9699,3,0,0,0,0,0,0
10664,2,0,0,0,0,0,0
5455,3,0,0,0,0,0,0
456,2,0,0,0,0,0,0
5012,1,0,0,0,0,0,0
7495,2,0,0,0,0,0,0
5029,1,0,0,0,0,0,0
10642,1,0,0,0,0,0,0
2106,1,0,0,0,0,0,0
10364,1,0,0,0,0,0,0
5954,2,0,0,0,0,0,0
1137,1,1,0,1,0,0,0
2541,2,0,0,0,0,0,0
1142,2,0,0,0,0,0,0
2276,5,0,0,0,0,0,0
2807,3,0,0,0,0,0,0
6471,1,0,0,0,0,0,0
6131,2,0,0,0,0,0,0
6233,3,0,0,0,0,0,0
4148,7,0,0,0,0,0,0
4947,1,1,0,0,1,0,1
3225,4,0,0,1,0,0,1
7540,2,0,0,0,0,0,0
10648,1,0,0,0,0,0,0
1992,4,1,0,0,0,0,1
7851,1,0,0,0,0,0,0
8594,2,0,0,0,0,0,0
7059,1,0,0,1,0,0,0
2815,2,0,0,0,0,0,0
2416,1,0,0,0,0,0,0
7999,1,0,0,0,1,1,1
9213,1,0,0,0,0,0,0
9697,3,0,0,0,0,0,0
3916,3,0,0,0,0,0,0
2021,4,0,0,0,0,0,0
1581,1,0,0,0,0,0,1
564,7,0,0,0,1,0,1
6619,2,0,0,0,0,0,0
9081,1,0,0,0,0,0,0
178,4,0,0,0,0,0,0
916,2,0,0,0,0,0,0
5512,1,0,0,0,0,0,0
8970,4,0,0,0,0,0,0
10581,7,0,0,0,0,0,0
5300,1,0,0,0,0,0,0
5154,1,0,0,0,0,0,0
8346,2,0,0,1,0,0,1
1676,4,0,0,0,0,0,0
9286,1,0,0,0,0,0,0
2426,1,0,0,0,0,0,1
5172,2,0,0,0,0,0,0
5562,2,0,0,0,0,0,0
3436,1,0,0,0,0,0,0
3921,1,0,0,0,0,0,0
3403,2,0,0,0,0,0,0
22,2,0,0,0,0,0,0
10965,1,1,0,0,0,0,0
9426,4,0,0,0,0,0,0
6605,1,0,0,0,1,0,0
3136,3,0,0,0,0,0,0
8737,1,0,0,0,0,0,0
11088,1,0,0,0,0,0,0
716,3,0,0,0,0,0,0
466,1,0,0,0,0,0,0
9135,2,0,0,0,0,0,0
10623,1,0,0,0,0,0,0
8151,1,0,0,0,0,0,0
5140,2,0,0,0,0,0,0
10160,1,0,0,0,0,0,0
4945,2,0,0,0,0,0,0
10584,1,0,0,0,0,0,0
6071,1,0,0,0,0,0,0
3386,1,0,0,0,0,0,0
8939,6,0,0,0,0,0,0
9925,3,0,0,1,0,0,0
4320,1,0,0,0,0,0,0
5389,3,0,0,0,1,0,0
6036,1,0,0,0,0,1,0
182,4,0,0,0,0,0,0
203,1,0,0,0,0,0,0
11025,4,0,0,0,0,0,0
10203,1,0,0,0,0,0,0
4607,1,0,0,0,0,0,0
3711,1,1,0,0,0,1,0
3696,2,0,0,0,0,0,0
2532,1,0,0,1,0,0,0
9214,1,0,0,0,0,0,0
4943,1,0,0,0,1,1,0
35,3,0,0,0,0,0,1
2258,1,0,0,0,0,0,0
4322,1,0,0,0,0,0,0
713,1,0,0,0,0,0,0
4702,1,0,0,0,0,0,0
3281,6,0,0,0,0,0,0
702,4,0,0,0,0,0,0
2004,1,0,0,0,0,0,0
4769,7,0,0,0,1,0,0
4437,2,0,0,0,0,0,0
8724,2,0,0,0,0,0,0
10741,4,0,0,0,0,0,0
1991,1,0,0,0,0,0,0
6931,1,0,0,0,0,1,1
11096,2,0,0,0,0,0,0
304,3,0,0,0,0,0,0
3665,3,0,0,0,0,0,0
10591,2,0,0,0,0,0,0
5036,2,0,0,0,0,0,0
5547,1,0,0,0,1,1,1
7822,2,0,0,0,0,0,0
8541,2,0,0,0,0,0,0
10955,1,0,0,0,0,0,1
4368,1,0,0,0,0,0,0
9671,4,0,0,1,0,0,1
2256,2,0,0,0,0,0,0
4279,2,0,0,0,0,0,0
5371,2,0,0,1,0,0,1
9240,2,0,0,0,0,0,0
9460,1,0,0,0,0,0,0
9504,1,0,0,0,0,0,1
8692,6,0,0,0,0,0,0
448,2,0,0,0,0,0,0
8314,1,0,0,0,0,1,0
8420,2,0,0,0,0,0,0
3174,1,1,1,0,1,1,1
7685,1,0,0,0,0,0,0
3179,0,0,0,0,0,0,0
9780,2,0,0,0,0,0,0
10681,5,0,0,0,0,0,0
10232,3,0,0,0,0,0,0
4184,2,0,0,0,0,0,0
9120,4,0,0,0,0,0,0
891,1,0,0,0,0,0,0
10381,1,0,0,0,0,0,0
3525,1,0,0,0,0,0,0
6818,5,0,0,0,0,0,0
3526,2,0,0,0,0,0,0
8181,3,0,0,0,0,0,0
1029,1,0,0,0,0,0,0
7369,2,0,0,0,0,0,0
2574,3,1,1,0,1,0,1
8159,3,0,0,0,0,0,0
1160,4,0,0,0,0,0,0
10242,2,0,0,0,0,0,0
5253,6,0,0,0,0,0,0
5966,5,0,0,0,1,0,0
5314,7,0,0,0,0,0,0
5081,1,0,0,0,0,0,0
5123,1,0,0,0,0,0,0
5756,2,0,0,0,0,0,0
8036,4,0,0,0,0,0,0
9058,1,1,0,1,0,1,1
5057,2,0,0,0,0,0,0
254,3,0,0,0,1,0,0
4179,1,0,0,0,0,0,0
3710,2,0,0,0,0,0,1
7627,0,1,0,0,0,1,1
4501,1,0,0,0,0,0,0
6424,1,0,0,0,0,0,0
3075,1,0,0,0,0,0,0
4992,3,0,0,0,0,0,1
5252,1,0,0,0,0,0,0
7444,2,0,0,0,0,0,0
6919,3,0,0,0,0,0,0
3537,3,0,0,0,0,0,0
10277,1,0,0,0,0,0,0
2453,3,0,0,0,0,0,0
7972,1,0,0,0,0,0,0
895,3,0,0,0,0,0,0
1177,4,0,0,0,0,0,0
7141,4,0,0,0,0,0,1
7232,2,0,0,0,0,0,0
8477,1,0,0,0,0,0,0
2457,2,0,0,0,0,0,0
988,1,1,0,0,0,0,0
7930,2,0,0,0,0,0,0
4587,1,0,0,0,0,0,0
6682,1,0,0,0,0,0,0
6222,2,0,0,0,0,0,0
10299,3,0,0,0,0,0,1
3083,5,0,0,0,0,0,0
8953,2,0,0,0,0,0,0
1503,0,0,0,0,0,0,0
8650,1,0,0,0,0,0,0
10862,5,0,0,0,0,0,0
2782,3,0,0,0,0,0,0
6941,1,0,0,0,0,0,0
10972,1,0,0,0,1,1,0
10708,1,0,0,0,0,0,0
6583,1,1,0,0,0,0,0
3641,2,0,0,0,0,0,0
10156,1,0,0,0,0,0,0
4299,7,0,0,0,0,0,1
3469,3,0,0,0,0,0,0
5063,3,0,0,0,0,0,0
10727,2,0,0,0,0,0,0
9624,1,0,0,0,0,0,0
5156,5,0,0,0,0,0,0
4376,1,0,0,1,0,0,1
8923,1,0,0,0,0,0,1
8461,1,0,0,0,0,0,0
6945,1,0,0,0,0,0,0
944,1,0,0,0,0,0,0
1907,5,0,0,0,0,0,1
701,2,0,0,1,0,0,0
3856,4,0,0,0,0,0,0
4149,1,0,0,0,0,0,0
2131,4,0,0,0,0,0,0
2942,2,0,0,1,0,0,0
1173,1,0,0,0,1,1,1
4381,7,0,0,0,0,0,0
4611,0,1,0,0,0,1,1
3376,1,0,0,0,0,0,0
4679,3,0,0,0,0,0,0
10928,2,0,0,0,0,0,0
4248,0,0,0,0,1,0,0
6728,2,0,0,0,0,0,0
6661,5,0,0,0,0,0,0
4725,1,0,0,0,0,0,0
3277,2,0,0,0,0,0,0
5555,0,0,0,0,0,0,0
2564,2,0,0,0,0,0,0
946,2,0,0,0,0,0,0
3867,1,0,0,0,0,0,0
6940,4,0,0,1,0,0,0
55,4,0,0,0,0,0,0
7093,1,0,0,0,0,0,0
5084,1,0,0,0,0,0,0
1777,1,0,0,0,0,0,0
8162,1,0,0,0,0,0,0
10826,1,0,0,0,0,0,0
8754,1,0,0,0,0,0,0
1987,2,0,0,0,0,0,0
11007,1,0,0,0,0,0,0
7426,3,0,0,0,0,0,0
9153,3,0,0,0,0,0,0
10379,5,0,0,0,0,0,0
9204,4,0,0,0,0,0,0
3197,2,0,0,0,0,0,0
2920,2,0,0,0,0,0,0
6961,1,0,0,0,0,0,0
4673,3,1,0,0,0,0,1
9937,1,0,0,0,0,0,0
8779,4,0,0,1,0,0,1
9596,1,0,0,0,0,0,0
2891,2,0,0,0,0,0,0
4910,1,0,0,0,0,0,0
75,1,0,0,0,0,0,0
10120,2,0,0,0,0,0,0
6327,1,0,0,0,0,0,0
10142,2,0,0,0,0,0,0
9826,1,0,0,0,0,0,1
1501,15,0,0,0,0,0,0
10767,1,1,0,0,0,1,0
7279,1,0,0,0,0,0,0
7230,6,0,0,0,1,0,1
143,1,0,0,0,0,0,0
450,3,0,0,0,0,0,0
9316,1,0,0,0,0,0,0
6379,3,0,0,0,0,0,1
9239,1,0,0,0,0,0,0
8315,1,0,0,0,0,0,0
2868,3,0,0,0,0,0,1
10888,2,0,0,0,0,0,0
1277,1,1,0,0,0,0,0
9977,3,0,0,0,0,0,0
10196,2,0,0,0,0,0,0
6384,3,0,0,1,0,0,0
8029,1,1,0,0,1,1,1
968,3,0,0,0,0,0,0
6988,2,0,0,1,0,1,0
4472,1,0,0,0,0,0,0
6991,2,0,0,0,0,0,0
3336,3,0,0,1,0,0,0
4301,1,0,0,1,0,0,1
1940,1,0,0,0,0,0,0
1272,4,0,0,0,0,0,0
1388,2,0,0,0,0,0,0
1044,3,0,0,0,0,0,0
6969,3,0,0,0,0,0,0
10479,1,0,0,0,0,0,0
3619,1,0,0,0,0,1,1
1715,2,0,0,0,0,0,0
10159,6,0,0,0,0,0,0
1463,1,0,0,0,0,0,0
5114,2,0,0,0,0,0,0
4990,1,0,0,0,0,0,0
4329,2,0,0,0,0,0,0
10936,1,0,0,0,0,0,0
4692,5,0,0,1,0,0,1
7212,1,0,0,0,0,0,0
6086,1,1,0,0,0,0,0
437,1,0,0,0,0,0,0
11171,7,0,0,0,0,0,0
11101,1,0,0,0,0,1,0
5329,1,0,0,0,0,0,0
610,8,0,0,0,0,0,0
9384,7,0,0,0,0,0,0
5956,5,0,0,0,0,0,0
10430,3,1,0,0,1,1,0
7875,1,1,0,0,1,1,1
7072,2,0,0,0,0,0,0
6255,1,0,0,0,0,0,0
6516,1,0,0,0,0,0,0
5564,2,0,0,0,0,0,0
5682,4,0,0,0,0,0,0
7458,2,0,0,0,0,0,0
5237,3,0,0,0,0,0,0
